location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents
Holstenstraße (Mitte), Kiel;2021-10-25 00:00:00 +0200;Monday;14128;13;rain;
Holstenstraße (Mitte), Kiel;2021-10-26 00:00:00 +0200;Tuesday;14551;13;rain;
Holstenstraße (Mitte), Kiel;2021-10-27 00:00:00 +0200;Wednesday;13789;14;rain;
Holstenstraße (Mitte), Kiel;2021-10-28 00:00:00 +0200;Thursday;17154;16;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-10-29 00:00:00 +0200;Friday;19535;16;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-10-30 00:00:00 +0200;Saturday;26850;15;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-10-31 00:00:00 +0200;Sunday;8117;14;rain;
Holstenstraße (Mitte), Kiel;2021-11-01 00:00:00 +0100;Monday;16015;14;rain;
Holstenstraße (Mitte), Kiel;2021-11-02 00:00:00 +0100;Tuesday;16458;12;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-11-03 00:00:00 +0100;Wednesday;15375;10;rain;
Holstenstraße (Mitte), Kiel;2021-11-04 00:00:00 +0100;Thursday;11513;10;rain;
Holstenstraße (Mitte), Kiel;2021-11-05 00:00:00 +0100;Friday;17653;11;rain;
Holstenstraße (Mitte), Kiel;2021-11-06 00:00:00 +0100;Saturday;28139;10;rain;
Holstenstraße (Mitte), Kiel;2021-11-06 00:00:00 +0100;Saturday;205;;;
Holstenstraße (Mitte), Kiel;2021-11-07 00:00:00 +0100;Sunday;16289;10;rain;
Holstenstraße (Mitte), Kiel;2021-11-08 00:00:00 +0100;Monday;13971;10;rain;
Holstenstraße (Mitte), Kiel;2021-11-09 00:00:00 +0100;Tuesday;14464;10;cloudy;
Holstenstraße (Mitte), Kiel;2021-11-10 00:00:00 +0100;Wednesday;16912;11;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-11-11 00:00:00 +0100;Thursday;19354;12;rain;
Holstenstraße (Mitte), Kiel;2021-11-12 00:00:00 +0100;Friday;21147;10;cloudy;
Holstenstraße (Mitte), Kiel;2021-11-13 00:00:00 +0100;Saturday;30180;8;rain;
Holstenstraße (Mitte), Kiel;2021-11-14 00:00:00 +0100;Sunday;8664;10;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-11-15 00:00:00 +0100;Monday;19109;8;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-11-16 00:00:00 +0100;Tuesday;18221;7;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-11-17 00:00:00 +0100;Wednesday;16661;9;rain;
Holstenstraße (Mitte), Kiel;2021-11-18 00:00:00 +0100;Thursday;16837;11;rain;
Holstenstraße (Mitte), Kiel;2021-11-19 00:00:00 +0100;Friday;21692;13;rain;
Holstenstraße (Mitte), Kiel;2021-11-20 00:00:00 +0100;Saturday;28365;11;rain;
Holstenstraße (Mitte), Kiel;2021-11-21 00:00:00 +0100;Sunday;7915;10;rain;
Holstenstraße (Mitte), Kiel;2021-11-22 00:00:00 +0100;Monday;24553;6;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-11-23 00:00:00 +0100;Tuesday;29918;9;rain;
Holstenstraße (Mitte), Kiel;2021-11-24 00:00:00 +0100;Wednesday;28128;9;cloudy;
Holstenstraße (Mitte), Kiel;2021-11-25 00:00:00 +0100;Thursday;28098;8;rain;
Holstenstraße (Mitte), Kiel;2021-11-26 00:00:00 +0100;Friday;46900;5;rain;
Holstenstraße (Mitte), Kiel;2021-11-27 00:00:00 +0100;Saturday;48792;4;rain;
Holstenstraße (Mitte), Kiel;2021-11-28 00:00:00 +0100;Sunday;24503;4;rain;
Holstenstraße (Mitte), Kiel;2021-11-29 00:00:00 +0100;Monday;26639;4;rain;
Holstenstraße (Mitte), Kiel;2021-11-30 00:00:00 +0100;Tuesday;28003;5;rain;
Holstenstraße (Mitte), Kiel;2021-12-01 00:00:00 +0100;Wednesday;18557;9;rain;
Holstenstraße (Mitte), Kiel;2021-12-02 00:00:00 +0100;Thursday;31832;2;snow;
Holstenstraße (Mitte), Kiel;2021-12-03 00:00:00 +0100;Friday;33887;4;rain;
Holstenstraße (Mitte), Kiel;2021-12-04 00:00:00 +0100;Saturday;52705;4;rain;
Holstenstraße (Mitte), Kiel;2021-12-05 00:00:00 +0100;Sunday;17200;3;rain;
Holstenstraße (Mitte), Kiel;2021-12-06 00:00:00 +0100;Monday;25849;3;rain;
Holstenstraße (Mitte), Kiel;2021-12-07 00:00:00 +0100;Tuesday;25403;2;snow;
Holstenstraße (Mitte), Kiel;2021-12-08 00:00:00 +0100;Wednesday;23137;3;snow;
Holstenstraße (Mitte), Kiel;2021-12-09 00:00:00 +0100;Thursday;26007;1;snow;
Holstenstraße (Mitte), Kiel;2021-12-10 00:00:00 +0100;Friday;35809;3;snow;
Holstenstraße (Mitte), Kiel;2021-12-11 00:00:00 +0100;Saturday;50583;3;rain;
Holstenstraße (Mitte), Kiel;2021-12-12 00:00:00 +0100;Sunday;17639;6;rain;
Holstenstraße (Mitte), Kiel;2021-12-13 00:00:00 +0100;Monday;25500;9;rain;
Holstenstraße (Mitte), Kiel;2021-12-14 00:00:00 +0100;Tuesday;26603;8;rain;
Holstenstraße (Mitte), Kiel;2021-12-15 00:00:00 +0100;Wednesday;28082;10;rain;
Holstenstraße (Mitte), Kiel;2021-12-16 00:00:00 +0100;Thursday;30465;8;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-12-17 00:00:00 +0100;Friday;34276;8;rain;
Holstenstraße (Mitte), Kiel;2021-12-18 00:00:00 +0100;Saturday;49971;9;rain;
Holstenstraße (Mitte), Kiel;2021-12-19 00:00:00 +0100;Sunday;25005;8;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-12-20 00:00:00 +0100;Monday;32485;4;clear-day;
Holstenstraße (Mitte), Kiel;2021-12-21 00:00:00 +0100;Tuesday;30552;2;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-12-22 00:00:00 +0100;Wednesday;30315;1;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-23 00:00:00 +0100;Thursday;27758;2;snow;
Holstenstraße (Mitte), Kiel;2021-12-24 00:00:00 +0100;Friday;5256;2;rain;
Holstenstraße (Mitte), Kiel;2021-12-25 00:00:00 +0100;Saturday;2637;-2;clear-day;
Holstenstraße (Mitte), Kiel;2021-12-26 00:00:00 +0100;Sunday;3911;-2;clear-day;
Holstenstraße (Mitte), Kiel;2021-12-26 00:00:00 +0100;Sunday;23;;;
Holstenstraße (Mitte), Kiel;2021-12-27 00:00:00 +0100;Monday;20128;0;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-12-28 00:00:00 +0100;Tuesday;21252;2;rain;
Holstenstraße (Mitte), Kiel;2021-12-29 00:00:00 +0100;Wednesday;22296;4;rain;
Holstenstraße (Mitte), Kiel;2021-12-30 00:00:00 +0100;Thursday;21067;9;rain;
Holstenstraße (Mitte), Kiel;2021-12-31 00:00:00 +0100;Friday;5815;11;rain;
Holstenstraße (Mitte), Kiel;2022-01-01 00:00:00 +0100;Saturday;4388;10;rain;
Holstenstraße (Mitte), Kiel;2022-01-02 00:00:00 +0100;Sunday;3024;11;rain;
Holstenstraße (Mitte), Kiel;2022-01-03 00:00:00 +0100;Monday;18482;8;rain;
