location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents
Holstenstraße (Mitte), Kiel;2021-03-15 12:00:00 +0100;Monday;1185;6;rain;
Holstenstraße (Mitte), Kiel;2021-03-15 13:00:00 +0100;Monday;1216;6;rain;
Holstenstraße (Mitte), Kiel;2021-03-15 14:00:00 +0100;Monday;1198;6;rain;
Holstenstraße (Mitte), Kiel;2021-03-15 15:00:00 +0100;Monday;1221;6;rain;
Holstenstraße (Mitte), Kiel;2021-03-15 16:00:00 +0100;Monday;1381;6;rain;
Holstenstraße (Mitte), Kiel;2021-03-15 17:00:00 +0100;Monday;1190;5;rain;
Holstenstraße (Mitte), Kiel;2021-03-15 18:00:00 +0100;Monday;748;5;rain;
Holstenstraße (Mitte), Kiel;2021-03-15 19:00:00 +0100;Monday;271;5;cloudy;
Holstenstraße (Mitte), Kiel;2021-03-15 20:00:00 +0100;Monday;75;4;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-15 21:00:00 +0100;Monday;53;4;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-15 22:00:00 +0100;Monday;26;3;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-15 23:00:00 +0100;Monday;17;3;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-16 00:00:00 +0100;Tuesday;8;2;clear-night;
Holstenstraße (Mitte), Kiel;2021-03-16 01:00:00 +0100;Tuesday;3;2;clear-night;
Holstenstraße (Mitte), Kiel;2021-03-16 02:00:00 +0100;Tuesday;3;1;clear-night;
Holstenstraße (Mitte), Kiel;2021-03-16 03:00:00 +0100;Tuesday;1;1;clear-night;
Holstenstraße (Mitte), Kiel;2021-03-16 04:00:00 +0100;Tuesday;4;0;clear-night;
Holstenstraße (Mitte), Kiel;2021-03-16 05:00:00 +0100;Tuesday;32;0;clear-night;
Holstenstraße (Mitte), Kiel;2021-03-16 06:00:00 +0100;Tuesday;85;0;clear-night;
Holstenstraße (Mitte), Kiel;2021-03-16 07:00:00 +0100;Tuesday;206;0;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-16 08:00:00 +0100;Tuesday;262;1;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-16 09:00:00 +0100;Tuesday;423;3;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-16 10:00:00 +0100;Tuesday;917;4;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-16 11:00:00 +0100;Tuesday;1023;5;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-16 12:00:00 +0100;Tuesday;1355;6;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-16 13:00:00 +0100;Tuesday;1384;6;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-16 14:00:00 +0100;Tuesday;1371;7;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-16 15:00:00 +0100;Tuesday;1672;8;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-16 16:00:00 +0100;Tuesday;1547;7;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-16 17:00:00 +0100;Tuesday;1471;7;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-16 18:00:00 +0100;Tuesday;940;6;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-16 19:00:00 +0100;Tuesday;305;4;clear-night;
Holstenstraße (Mitte), Kiel;2021-03-16 20:00:00 +0100;Tuesday;98;3;clear-night;
Holstenstraße (Mitte), Kiel;2021-03-16 21:00:00 +0100;Tuesday;55;3;clear-night;
Holstenstraße (Mitte), Kiel;2021-03-16 22:00:00 +0100;Tuesday;20;2;clear-night;
Holstenstraße (Mitte), Kiel;2021-03-16 23:00:00 +0100;Tuesday;16;2;clear-night;
Holstenstraße (Mitte), Kiel;2021-03-17 00:00:00 +0100;Wednesday;6;1;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-17 01:00:00 +0100;Wednesday;8;1;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-17 02:00:00 +0100;Wednesday;5;0;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-17 03:00:00 +0100;Wednesday;7;0;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-17 04:00:00 +0100;Wednesday;3;0;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-17 05:00:00 +0100;Wednesday;25;-1;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-17 06:00:00 +0100;Wednesday;79;-1;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-17 07:00:00 +0100;Wednesday;184;-1;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-17 08:00:00 +0100;Wednesday;253;1;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-17 09:00:00 +0100;Wednesday;405;2;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-17 10:00:00 +0100;Wednesday;831;3;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-17 11:00:00 +0100;Wednesday;1112;5;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-17 12:00:00 +0100;Wednesday;1367;6;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-17 13:00:00 +0100;Wednesday;1462;6;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-17 14:00:00 +0100;Wednesday;1569;7;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-17 15:00:00 +0100;Wednesday;1610;7;clear-day;
Holstenstraße (Mitte), Kiel;2021-03-17 16:00:00 +0100;Wednesday;1750;7;clear-day;
Holstenstraße (Mitte), Kiel;2021-03-17 17:00:00 +0100;Wednesday;1504;6;clear-day;
Holstenstraße (Mitte), Kiel;2021-03-17 18:00:00 +0100;Wednesday;887;5;clear-day;
Holstenstraße (Mitte), Kiel;2021-03-17 19:00:00 +0100;Wednesday;294;4;clear-night;
Holstenstraße (Mitte), Kiel;2021-03-17 20:00:00 +0100;Wednesday;107;3;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-17 21:00:00 +0100;Wednesday;44;2;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-17 22:00:00 +0100;Wednesday;23;2;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-17 23:00:00 +0100;Wednesday;16;2;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-18 00:00:00 +0100;Thursday;11;2;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-18 01:00:00 +0100;Thursday;10;1;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-18 02:00:00 +0100;Thursday;6;1;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-18 03:00:00 +0100;Thursday;6;1;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-18 04:00:00 +0100;Thursday;7;0;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-18 05:00:00 +0100;Thursday;27;0;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-18 06:00:00 +0100;Thursday;76;0;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-18 07:00:00 +0100;Thursday;153;0;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-18 08:00:00 +0100;Thursday;249;1;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-18 09:00:00 +0100;Thursday;449;2;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-18 10:00:00 +0100;Thursday;709;4;cloudy;
Holstenstraße (Mitte), Kiel;2021-03-18 11:00:00 +0100;Thursday;996;5;cloudy;
Holstenstraße (Mitte), Kiel;2021-03-18 12:00:00 +0100;Thursday;1430;5;cloudy;
Holstenstraße (Mitte), Kiel;2021-03-18 13:00:00 +0100;Thursday;1518;6;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-18 14:00:00 +0100;Thursday;1423;6;cloudy;
Holstenstraße (Mitte), Kiel;2021-03-18 15:00:00 +0100;Thursday;1521;6;cloudy;
Holstenstraße (Mitte), Kiel;2021-03-18 16:00:00 +0100;Thursday;1634;5;cloudy;
Holstenstraße (Mitte), Kiel;2021-03-18 17:00:00 +0100;Thursday;1298;5;cloudy;
Holstenstraße (Mitte), Kiel;2021-03-18 18:00:00 +0100;Thursday;823;4;cloudy;
Holstenstraße (Mitte), Kiel;2021-03-18 19:00:00 +0100;Thursday;294;3;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-18 20:00:00 +0100;Thursday;76;3;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-18 21:00:00 +0100;Thursday;63;2;clear-night;
Holstenstraße (Mitte), Kiel;2021-03-18 22:00:00 +0100;Thursday;29;2;clear-night;
Holstenstraße (Mitte), Kiel;2021-03-18 23:00:00 +0100;Thursday;10;1;clear-night;
Holstenstraße (Mitte), Kiel;2021-03-19 00:00:00 +0100;Friday;20;1;clear-night;
Holstenstraße (Mitte), Kiel;2021-03-19 01:00:00 +0100;Friday;5;1;clear-night;
Holstenstraße (Mitte), Kiel;2021-03-19 02:00:00 +0100;Friday;6;0;clear-night;
Holstenstraße (Mitte), Kiel;2021-03-19 03:00:00 +0100;Friday;5;0;clear-night;
Holstenstraße (Mitte), Kiel;2021-03-19 04:00:00 +0100;Friday;5;0;clear-night;
Holstenstraße (Mitte), Kiel;2021-03-19 05:00:00 +0100;Friday;43;0;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-19 06:00:00 +0100;Friday;79;0;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-19 07:00:00 +0100;Friday;187;1;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-19 08:00:00 +0100;Friday;240;2;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-19 09:00:00 +0100;Friday;418;3;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-19 10:00:00 +0100;Friday;770;3;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-19 11:00:00 +0100;Friday;902;4;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-19 12:00:00 +0100;Friday;1059;3;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-19 13:00:00 +0100;Friday;1147;2;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-19 14:00:00 +0100;Friday;1285;3;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-19 15:00:00 +0100;Friday;1333;3;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-19 16:00:00 +0100;Friday;1442;2;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-19 17:00:00 +0100;Friday;1324;2;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-19 18:00:00 +0100;Friday;913;2;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-19 19:00:00 +0100;Friday;319;1;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-19 20:00:00 +0100;Friday;99;0;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-19 21:00:00 +0100;Friday;46;0;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-19 22:00:00 +0100;Friday;39;-1;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-19 23:00:00 +0100;Friday;19;-1;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-20 00:00:00 +0100;Saturday;29;-2;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-20 01:00:00 +0100;Saturday;7;-2;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-20 02:00:00 +0100;Saturday;2;-2;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-20 03:00:00 +0100;Saturday;11;-2;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-20 04:00:00 +0100;Saturday;3;-3;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-20 05:00:00 +0100;Saturday;6;-2;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-20 06:00:00 +0100;Saturday;17;-2;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-20 07:00:00 +0100;Saturday;46;-2;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-20 08:00:00 +0100;Saturday;86;0;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-20 09:00:00 +0100;Saturday;346;2;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-20 10:00:00 +0100;Saturday;854;3;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-20 11:00:00 +0100;Saturday;1527;5;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-20 12:00:00 +0100;Saturday;1947;6;cloudy;
Holstenstraße (Mitte), Kiel;2021-03-20 13:00:00 +0100;Saturday;2095;5;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-20 14:00:00 +0100;Saturday;2431;5;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-20 15:00:00 +0100;Saturday;2359;4;cloudy;
Holstenstraße (Mitte), Kiel;2021-03-20 16:00:00 +0100;Saturday;1878;5;cloudy;
Holstenstraße (Mitte), Kiel;2021-03-20 17:00:00 +0100;Saturday;1257;5;cloudy;
Holstenstraße (Mitte), Kiel;2021-03-20 18:00:00 +0100;Saturday;768;5;cloudy;
Holstenstraße (Mitte), Kiel;2021-03-20 19:00:00 +0100;Saturday;252;5;cloudy;
Holstenstraße (Mitte), Kiel;2021-03-20 20:00:00 +0100;Saturday;63;4;cloudy;
Holstenstraße (Mitte), Kiel;2021-03-20 21:00:00 +0100;Saturday;36;4;cloudy;
Holstenstraße (Mitte), Kiel;2021-03-20 22:00:00 +0100;Saturday;23;4;cloudy;
Holstenstraße (Mitte), Kiel;2021-03-20 23:00:00 +0100;Saturday;14;4;cloudy;
Holstenstraße (Mitte), Kiel;2021-03-21 00:00:00 +0100;Sunday;11;5;cloudy;
Holstenstraße (Mitte), Kiel;2021-03-21 01:00:00 +0100;Sunday;10;5;cloudy;
Holstenstraße (Mitte), Kiel;2021-03-21 02:00:00 +0100;Sunday;12;5;cloudy;
Holstenstraße (Mitte), Kiel;2021-03-21 03:00:00 +0100;Sunday;1;5;cloudy;
Holstenstraße (Mitte), Kiel;2021-03-21 04:00:00 +0100;Sunday;0;5;cloudy;
Holstenstraße (Mitte), Kiel;2021-03-21 05:00:00 +0100;Sunday;5;4;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-21 06:00:00 +0100;Sunday;13;3;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-21 07:00:00 +0100;Sunday;24;3;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-21 08:00:00 +0100;Sunday;45;3;clear-day;
Holstenstraße (Mitte), Kiel;2021-03-21 09:00:00 +0100;Sunday;89;5;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-21 10:00:00 +0100;Sunday;159;6;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-21 11:00:00 +0100;Sunday;315;7;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-21 12:00:00 +0100;Sunday;394;8;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-21 13:00:00 +0100;Sunday;625;8;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-21 14:00:00 +0100;Sunday;725;8;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-21 15:00:00 +0100;Sunday;792;9;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-21 16:00:00 +0100;Sunday;506;9;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-21 17:00:00 +0100;Sunday;341;8;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-21 18:00:00 +0100;Sunday;188;7;cloudy;
Holstenstraße (Mitte), Kiel;2021-03-21 19:00:00 +0100;Sunday;117;6;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-21 20:00:00 +0100;Sunday;63;5;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-21 21:00:00 +0100;Sunday;42;4;cloudy;
Holstenstraße (Mitte), Kiel;2021-03-21 22:00:00 +0100;Sunday;21;3;cloudy;
Holstenstraße (Mitte), Kiel;2021-03-21 23:00:00 +0100;Sunday;23;3;cloudy;
Holstenstraße (Mitte), Kiel;2021-03-22 00:00:00 +0100;Monday;3;2;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-22 01:00:00 +0100;Monday;2;2;cloudy;
Holstenstraße (Mitte), Kiel;2021-03-22 02:00:00 +0100;Monday;3;1;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-22 03:00:00 +0100;Monday;1;1;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-22 04:00:00 +0100;Monday;2;0;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-22 05:00:00 +0100;Monday;27;0;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-22 06:00:00 +0100;Monday;77;0;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-22 07:00:00 +0100;Monday;198;0;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-22 08:00:00 +0100;Monday;295;2;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-22 09:00:00 +0100;Monday;441;4;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-22 10:00:00 +0100;Monday;847;5;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-22 11:00:00 +0100;Monday;1208;7;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-22 12:00:00 +0100;Monday;1321;8;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-22 13:00:00 +0100;Monday;1307;8;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-22 14:00:00 +0100;Monday;1414;9;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-22 15:00:00 +0100;Monday;1350;9;cloudy;
Holstenstraße (Mitte), Kiel;2021-03-22 16:00:00 +0100;Monday;1264;8;cloudy;
Holstenstraße (Mitte), Kiel;2021-03-22 17:00:00 +0100;Monday;1090;8;cloudy;
Holstenstraße (Mitte), Kiel;2021-03-22 18:00:00 +0100;Monday;561;7;cloudy;
Holstenstraße (Mitte), Kiel;2021-03-22 19:00:00 +0100;Monday;225;6;cloudy;
Holstenstraße (Mitte), Kiel;2021-03-22 20:00:00 +0100;Monday;87;6;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-22 21:00:00 +0100;Monday;35;5;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-22 22:00:00 +0100;Monday;18;5;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-22 23:00:00 +0100;Monday;10;5;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-23 00:00:00 +0100;Tuesday;14;4;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-23 01:00:00 +0100;Tuesday;5;4;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-23 02:00:00 +0100;Tuesday;6;4;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-23 03:00:00 +0100;Tuesday;5;3;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-23 04:00:00 +0100;Tuesday;1;3;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-23 05:00:00 +0100;Tuesday;29;3;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-23 06:00:00 +0100;Tuesday;83;3;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-23 07:00:00 +0100;Tuesday;219;4;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-23 08:00:00 +0100;Tuesday;328;4;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-23 09:00:00 +0100;Tuesday;408;5;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-23 10:00:00 +0100;Tuesday;691;6;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-23 11:00:00 +0100;Tuesday;988;7;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-23 12:00:00 +0100;Tuesday;1123;7;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-23 13:00:00 +0100;Tuesday;1136;7;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-23 14:00:00 +0100;Tuesday;1083;8;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-23 15:00:00 +0100;Tuesday;1283;8;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-23 16:00:00 +0100;Tuesday;1259;9;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-23 17:00:00 +0100;Tuesday;1111;8;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-23 18:00:00 +0100;Tuesday;710;7;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-23 19:00:00 +0100;Tuesday;216;6;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-23 20:00:00 +0100;Tuesday;91;5;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-23 21:00:00 +0100;Tuesday;53;5;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-23 22:00:00 +0100;Tuesday;21;5;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-23 23:00:00 +0100;Tuesday;12;5;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-24 00:00:00 +0100;Wednesday;9;5;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-24 01:00:00 +0100;Wednesday;6;4;clear-night;
Holstenstraße (Mitte), Kiel;2021-03-24 02:00:00 +0100;Wednesday;0;4;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-24 03:00:00 +0100;Wednesday;10;4;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-24 04:00:00 +0100;Wednesday;9;3;clear-night;
Holstenstraße (Mitte), Kiel;2021-03-24 05:00:00 +0100;Wednesday;43;3;clear-night;
Holstenstraße (Mitte), Kiel;2021-03-24 06:00:00 +0100;Wednesday;84;3;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-24 07:00:00 +0100;Wednesday;172;4;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-24 08:00:00 +0100;Wednesday;244;5;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-24 09:00:00 +0100;Wednesday;355;6;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-24 10:00:00 +0100;Wednesday;703;7;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-24 11:00:00 +0100;Wednesday;951;9;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-24 12:00:00 +0100;Wednesday;1183;9;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-24 13:00:00 +0100;Wednesday;1143;10;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-24 14:00:00 +0100;Wednesday;1203;11;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-24 15:00:00 +0100;Wednesday;1346;13;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-24 16:00:00 +0100;Wednesday;1347;12;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-24 17:00:00 +0100;Wednesday;1193;11;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-24 18:00:00 +0100;Wednesday;754;10;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-24 19:00:00 +0100;Wednesday;256;9;cloudy;
Holstenstraße (Mitte), Kiel;2021-03-24 20:00:00 +0100;Wednesday;102;8;cloudy;
Holstenstraße (Mitte), Kiel;2021-03-24 21:00:00 +0100;Wednesday;49;7;cloudy;
Holstenstraße (Mitte), Kiel;2021-03-24 22:00:00 +0100;Wednesday;27;6;cloudy;
Holstenstraße (Mitte), Kiel;2021-03-24 23:00:00 +0100;Wednesday;7;5;cloudy;
Holstenstraße (Mitte), Kiel;2021-03-25 00:00:00 +0100;Thursday;8;5;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-25 01:00:00 +0100;Thursday;4;5;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-25 02:00:00 +0100;Thursday;1;5;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-25 03:00:00 +0100;Thursday;11;4;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-25 04:00:00 +0100;Thursday;7;4;cloudy;
Holstenstraße (Mitte), Kiel;2021-03-25 05:00:00 +0100;Thursday;39;4;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-25 06:00:00 +0100;Thursday;71;4;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-25 07:00:00 +0100;Thursday;184;4;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-25 08:00:00 +0100;Thursday;295;5;cloudy;
Holstenstraße (Mitte), Kiel;2021-03-25 09:00:00 +0100;Thursday;420;6;cloudy;
Holstenstraße (Mitte), Kiel;2021-03-25 10:00:00 +0100;Thursday;809;8;cloudy;
Holstenstraße (Mitte), Kiel;2021-03-25 11:00:00 +0100;Thursday;1013;9;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-25 12:00:00 +0100;Thursday;1266;10;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-25 13:00:00 +0100;Thursday;1279;11;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-25 14:00:00 +0100;Thursday;1240;13;clear-day;
Holstenstraße (Mitte), Kiel;2021-03-25 15:00:00 +0100;Thursday;1390;13;clear-day;
Holstenstraße (Mitte), Kiel;2021-03-25 16:00:00 +0100;Thursday;1432;12;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-25 17:00:00 +0100;Thursday;1268;12;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-25 18:00:00 +0100;Thursday;720;11;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-25 19:00:00 +0100;Thursday;312;10;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-25 20:00:00 +0100;Thursday;70;9;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-25 21:00:00 +0100;Thursday;77;8;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-25 22:00:00 +0100;Thursday;41;7;cloudy;
Holstenstraße (Mitte), Kiel;2021-03-25 23:00:00 +0100;Thursday;22;7;cloudy;
Holstenstraße (Mitte), Kiel;2021-03-26 00:00:00 +0100;Friday;7;7;cloudy;
Holstenstraße (Mitte), Kiel;2021-03-26 01:00:00 +0100;Friday;4;7;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-26 02:00:00 +0100;Friday;2;6;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-26 03:00:00 +0100;Friday;2;6;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-26 04:00:00 +0100;Friday;5;5;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-26 05:00:00 +0100;Friday;30;5;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-03-26 06:00:00 +0100;Friday;73;5;clear-night;
